Course,Daytime_evening_attendance,Admission_grade,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Status_Updated,Status_0,Status_1,Status_2,Status
9070,1,120.0,0,0,1,1,0,23,12.2,12.142857142857142,0,True,False,False,0
9070,1,129.9,0,0,1,1,1,19,13.666666666666666,13.2,1,False,False,True,2
171,1,151.1,0,0,1,1,0,19,0.0,0.0,1,False,False,True,2
9003,1,120.0,0,1,0,1,0,31,11.0,0.0,0,True,False,False,0
9003,1,130.0,0,1,0,1,0,32,13.0,11.428571428571429,0,True,False,False,0
9500,1,119.0,0,0,1,0,1,19,12.599999999999998,12.599999999999998,1,False,False,True,2
9773,1,122.0,0,0,1,0,0,34,12.2,12.333333333333334,1,False,False,True,2
9773,1,129.7,0,0,1,0,0,21,13.166666666666666,13.0,1,False,False,True,2
9238,1,112.5,0,0,1,0,1,53,11.0,11.0,1,False,False,True,2
9500,1,136.0,0,0,1,0,1,19,14.014285714285714,15.35,1,False,False,True,2
9773,1,133.1,0,0,1,0,1,20,13.0,11.25,1,False,False,True,2
9773,1,151.3,0,0,1,0,0,18,14.0,14.666666666666666,1,False,False,True,2
171,1,133.3,0,0,0,0,0,32,0.0,0.0,0,True,False,False,0
9500,1,130.8,0,0,1,0,1,21,14.428571428571429,14.428571428571429,1,False,False,True,2
8014,0,140.0,0,0,0,0,0,26,0.0,0.0,0,True,False,False,0
9085,1,150.0,0,0,1,0,0,26,11.833333333333334,12.461538461538462,1,False,False,True,2
9991,0,130.0,0,0,0,0,0,21,11.333333333333334,13.0,0,True,False,False,0
9773,1,125.3,0,0,1,0,0,18,12.5,13.0,1,False,False,True,2
9070,1,124.0,0,0,1,0,1,21,13.333333333333334,12.545454545454543,1,False,False,True,2
9254,1,113.8,0,0,1,0,0,21,10.833333333333334,11.0,1,False,True,False,1
9670,1,124.4,0,0,1,0,1,19,13.0,14.0,1,False,False,True,2
9147,1,107.7,0,0,1,0,0,19,10.0,14.0,0,True,False,False,0
9238,1,110.0,0,0,1,0,1,19,11.428571428571429,11.2,1,False,False,True,2
9500,1,130.0,0,0,1,0,0,27,12.8875,12.8875,1,False,False,True,2
9500,1,138.8,0,0,1,0,1,18,12.95,12.95,1,False,False,True,2
9147,1,126.3,0,0,1,0,0,20,10.0,0.0,0,True,False,False,0
9500,1,114.5,0,0,1,0,1,19,13.094285714285714,12.55,1,False,False,True,2
9670,1,116.5,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0
9238,1,128.6,0,0,1,0,1,19,11.714285714285714,11.0,1,False,False,True,2
9238,1,130.0,0,0,1,0,0,20,11.25,10.0,1,False,True,False,1
171,1,134.6,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0
9853,1,146.8,0,0,1,0,0,18,13.166666666666666,13.333333333333334,1,False,False,True,2
9085,1,135.7,0,0,1,0,0,20,12.75,13.4,1,False,False,True,2
9991,0,120.0,0,0,0,0,0,38,10.6,11.0,0,True,False,False,0
8014,0,138.0,0,0,1,0,0,42,11.2,12.0,1,False,False,True,2
9500,1,135.5,0,0,1,0,0,32,0.0,0.0,0,True,False,False,0
9773,1,120.0,0,0,1,0,0,22,13.0,13.666666666666666,1,False,False,True,2
9991,0,111.7,0,0,1,0,0,28,0.0,0.0,0,True,False,False,0
8014,0,100.0,0,0,1,0,0,37,0.0,0.0,0,True,False,False,0
9003,1,160.0,0,0,1,0,0,43,14.166666666666666,15.0,1,False,False,True,2
8014,0,114.8,0,0,1,0,1,41,12.833333333333334,12.333333333333334,1,False,False,True,2
8014,0,131.0,0,0,1,0,1,29,11.75,10.4,1,False,False,True,2
8014,0,97.0,0,0,1,0,1,35,10.833333333333334,11.5,1,False,False,True,2
9238,1,131.7,0,0,1,0,0,18,11.75,12.25,0,True,False,False,0
9500,1,120.0,0,0,0,0,1,39,11.5,10.5,0,True,False,False,0
9991,0,110.0,0,0,1,0,0,37,10.0,11.333333333333334,1,False,True,False,1
9500,1,133.0,0,0,1,0,1,26,13.7,13.7,1,False,False,True,2
9085,1,140.0,0,0,1,0,0,32,14.0,0.0,0,True,False,False,0
8014,0,100.0,0,1,1,0,0,37,11.375,12.166666666666666,1,False,True,False,1
9085,1,129.3,0,1,1,0,0,28,0.0,0.0,1,False,True,False,1
9238,1,137.0,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
9147,1,122.2,0,0,1,0,0,18,11.0,12.5,1,False,True,False,1
9853,1,108.0,0,0,1,0,1,19,13.0,13.285714285714286,1,False,False,True,2
9670,1,110.0,0,0,1,0,0,32,13.6,15.11111111111111,1,False,False,True,2
9147,1,127.7,0,0,1,0,0,31,11.0,11.5,0,True,False,False,0
9500,1,121.3,0,0,1,0,0,34,11.705714285714285,11.705714285714285,1,False,True,False,1
171,1,140.1,0,0,1,0,0,20,13.25,14.333333333333334,1,False,False,True,2
9500,1,114.8,0,0,1,0,0,28,10.75,10.0,0,True,False,False,0
9991,0,150.0,0,0,1,0,0,31,12.0,13.428571428571429,1,False,True,False,1
9773,1,131.7,0,0,1,0,0,18,12.666666666666666,12.25,1,False,True,False,1
8014,0,110.0,0,0,0,0,0,31,11.4,11.0,0,True,False,False,0
9773,1,105.5,0,0,1,0,0,19,13.0,12.4,1,False,False,True,2
9238,1,127.3,0,0,1,0,1,19,14.0,12.285714285714286,1,False,False,True,2
9238,1,130.0,0,0,1,0,0,31,0.0,0.0,1,False,True,False,1
9085,1,130.0,0,0,1,0,0,34,0.0,0.0,0,True,False,False,0
9556,1,122.7,0,0,1,0,1,18,15.285714285714286,16.075,1,False,False,True,2
9254,1,113.9,0,0,1,0,0,18,13.166666666666666,12.666666666666666,1,False,False,True,2
9147,1,151.1,0,1,1,1,0,19,13.6,12.833333333333334,1,False,False,True,2
9773,1,125.8,0,0,0,1,1,22,0.0,0.0,0,True,False,False,0
9670,1,128.2,0,0,1,1,0,32,11.4,11.5,1,False,False,True,2
9147,1,135.1,0,0,1,1,0,61,0.0,0.0,0,True,False,False,0
9991,0,120.2,0,0,1,1,0,30,11.0,11.6,1,False,False,True,2
9991,0,132.8,0,1,0,1,0,45,0.0,0.0,0,True,False,False,0
9003,1,140.0,0,0,1,1,0,20,13.571428571428571,12.666666666666666,1,False,False,True,2
9500,1,129.3,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
9119,1,108.2,0,0,1,1,0,26,11.25,12.0,0,True,False,False,0
9670,1,125.4,0,0,1,1,0,19,13.333333333333334,11.0,0,True,False,False,0
9773,1,140.2,0,0,1,1,1,19,12.0,11.666666666666666,1,False,False,True,2
9773,1,116.1,0,0,1,1,0,19,12.5,13.0,1,False,False,True,2
9147,1,137.8,0,0,1,1,1,19,13.2,12.666666666666666,1,False,False,True,2
9670,1,128.4,0,0,0,1,0,19,0.0,0.0,0,True,False,False,0
9670,1,106.0,0,0,0,1,0,28,11.666666666666666,11.5,0,True,False,False,0
9147,1,130.2,0,0,1,1,0,24,13.466666666666669,13.642857142857142,1,False,False,True,2
9130,1,126.0,0,0,1,1,0,18,13.666666666666666,13.2,1,False,False,True,2
9119,1,141.0,0,0,1,1,0,18,11.666666666666666,12.5,1,False,True,False,1
9773,1,113.0,0,0,1,1,1,18,11.666666666666666,10.2,1,False,False,True,2
9003,1,120.0,0,0,1,1,0,21,13.4,12.4,1,False,False,True,2
9991,0,130.9,0,0,0,1,0,28,0.0,0.0,0,True,False,False,0
9003,1,120.0,0,0,1,1,0,58,0.0,0.0,0,True,False,False,0
9991,0,134.1,0,0,0,1,0,49,0.0,0.0,0,True,False,False,0
9119,1,120.0,0,0,1,1,0,24,10.666666666666666,10.5,1,False,True,False,1
9670,1,114.8,0,0,1,1,0,25,13.75,14.75,1,False,False,True,2
9147,1,123.0,0,0,1,1,0,33,10.0,0.0,0,True,False,False,0
9119,1,118.0,0,0,0,1,0,33,0.0,0.0,0,True,False,False,0
9853,1,100.0,0,0,1,1,0,40,16.0,15.5,1,False,False,True,2
9991,0,151.1,0,0,1,1,0,48,12.285714285714286,11.125,1,False,False,True,2
9119,1,116.9,0,1,0,1,0,18,12.0,10.333333333333334,1,False,True,False,1
9500,1,106.0,0,0,1,1,0,24,12.666666666666666,12.666666666666666,1,False,False,True,2
9085,1,127.1,0,0,1,1,1,23,11.8,13.25,1,False,False,True,2
9991,0,155.5,0,1,0,1,0,39,10.6,14.666666666666666,0,True,False,False,0
9003,1,101.0,0,0,1,1,0,21,11.9,12.25,1,False,False,True,2
9119,1,128.2,0,0,1,1,0,34,11.25,10.5,0,True,False,False,0
9991,0,113.0,0,0,1,1,1,41,11.0,11.4,1,False,True,False,1
9773,1,122.8,0,0,1,1,0,18,12.0,12.5,1,False,False,True,2
9991,0,145.6,0,0,1,1,0,34,11.75,10.833333333333334,1,False,True,False,1
9147,1,116.5,0,0,1,1,0,19,10.0,16.0,0,True,False,False,0
9500,1,142.0,0,0,1,1,0,19,13.714285714285714,13.714285714285714,1,False,False,True,2
9003,1,150.0,0,0,1,1,0,28,14.875,15.8,1,False,False,True,2
9070,1,133.3,0,0,1,1,0,18,10.8,0.0,0,True,False,False,0
9238,1,115.8,0,0,1,1,0,19,12.0,10.0,0,True,False,False,0
9085,1,100.0,0,1,0,1,0,19,12.5,13.5,0,True,False,False,0
9500,1,128.6,0,0,1,0,0,18,14.728571428571428,16.327272727272728,1,False,False,True,2
9130,1,137.1,0,0,1,0,0,18,12.0,14.8,1,False,False,True,2
9773,1,149.0,0,0,1,0,0,18,11.428571428571429,11.0,0,True,False,False,0
9238,1,147.0,0,0,1,0,0,19,14.166666666666666,13.5,1,False,False,True,2
9238,1,150.0,0,0,1,0,0,31,12.5,14.6,1,False,False,True,2
8014,0,103.5,0,0,1,0,1,33,14.166666666666666,14.333333333333334,1,False,False,True,2
9500,1,107.8,0,0,1,0,1,20,14.46,13.55,1,False,True,False,1
9085,1,130.0,0,0,1,0,0,22,12.8,11.5,1,False,True,False,1
9254,1,109.4,0,0,1,0,0,19,12.666666666666666,13.4,1,False,False,True,2
9070,1,143.6,0,0,1,0,0,18,12.5,13.0,0,True,False,False,0
9070,1,124.3,1,0,1,0,0,18,0.0,0.0,0,True,False,False,0
9670,1,119.5,0,0,0,0,0,18,0.0,0.0,0,True,False,False,0
171,1,175.6,0,0,1,0,0,18,0.0,0.0,1,False,False,True,2
9147,1,116.1,0,0,1,0,1,19,11.2,11.0,1,False,False,True,2
9238,1,126.6,0,0,1,0,0,18,16.5,17.428571428571427,0,True,False,False,0
9085,1,130.8,0,0,1,0,0,18,13.666666666666666,12.0,1,False,False,True,2
9500,1,133.5,0,0,1,0,1,18,15.228571428571428,15.228571428571428,1,False,False,True,2
9238,1,136.9,0,0,1,0,0,21,12.77777777777778,13.22222222222222,1,False,False,True,2
9500,1,142.3,0,0,1,0,1,18,14.428571428571429,14.428571428571429,1,False,False,True,2
9670,1,114.3,0,0,1,0,0,18,13.875,13.714285714285714,1,False,False,True,2
9500,1,122.9,0,0,1,0,0,18,13.128,13.193333333333332,1,False,False,True,2
9500,1,117.2,0,0,1,0,0,20,11.605,12.4125,1,False,False,True,2
9147,1,152.0,0,0,1,0,1,18,14.6,12.0,1,False,False,True,2
9773,1,122.2,0,0,1,0,0,18,0.0,0.0,0,True,False,False,0
9147,1,101.7,0,0,1,0,1,20,11.8,11.6,1,False,False,True,2
9254,1,119.9,0,0,1,0,0,20,12.333333333333334,12.333333333333334,1,False,False,True,2
9147,1,123.7,0,1,1,0,1,19,11.0,0.0,0,True,False,False,0
9070,1,121.8,0,0,1,0,1,19,13.181818181818182,12.909090909090908,1,False,False,True,2
9670,1,106.1,1,1,0,0,1,18,11.0,0.0,0,True,False,False,0
9773,1,124.3,0,1,1,0,1,19,11.833333333333334,12.285714285714286,1,False,False,True,2
9500,1,124.3,0,0,1,0,1,20,12.98125,12.98125,1,False,False,True,2
9147,1,117.4,0,0,1,0,0,21,11.333333333333334,11.2,1,False,False,True,2
9500,1,112.7,0,0,1,0,0,21,11.68,11.68,1,False,False,True,2
9070,1,123.7,0,0,1,0,0,20,14.5,13.5,1,False,False,True,2
9853,1,105.8,0,0,1,0,0,19,13.142857142857142,12.857142857142858,1,False,False,True,2
9085,1,124.2,0,0,0,0,0,21,11.5,10.5,0,True,False,False,0
9085,1,122.3,0,0,1,0,0,18,14.2,11.8,1,False,False,True,2
9254,1,123.7,0,0,1,0,1,19,11.666666666666666,12.2,1,False,False,True,2
9500,1,129.8,0,0,1,0,0,18,13.175,14.875,1,False,False,True,2
9500,1,123.8,0,0,1,0,1,19,13.314285714285717,13.314285714285717,1,False,False,True,2
9147,1,126.4,0,0,1,0,1,18,10.6,10.5,1,False,False,True,2
9853,1,115.1,0,0,1,0,1,18,12.0,10.75,1,False,True,False,1
9773,1,138.4,0,0,1,0,0,18,13.428571428571429,14.142857142857142,1,False,False,True,2
9085,1,118.2,0,0,1,0,1,18,13.25,15.571428571428571,1,False,False,True,2
9070,1,121.7,0,0,1,0,0,18,13.0,0.0,0,True,False,False,0
9070,1,118.0,0,0,1,0,1,18,14.333333333333334,14.0,1,False,True,False,1
9238,1,119.8,0,0,1,0,0,18,0.0,0.0,0,True,False,False,0
9238,1,164.9,0,0,1,0,0,18,14.0,13.166666666666666,1,False,False,True,2
9085,1,100.0,0,0,1,0,1,20,12.0,12.833333333333334,1,False,False,True,2
9853,1,121.6,0,0,1,0,0,18,12.333333333333334,10.6,1,False,True,False,1
9070,1,120.4,0,0,1,0,0,18,11.8,10.4,1,False,False,True,2
9500,1,117.8,0,0,1,0,1,20,12.791428571428572,12.791428571428572,1,False,False,True,2
9670,1,110.0,0,0,1,0,0,40,11.625,11.2,1,False,False,True,2
9500,1,128.8,0,0,1,0,1,18,11.994444444444444,12.43142857142857,1,False,False,True,2
9254,1,116.6,0,0,1,0,0,19,11.6,12.2,1,False,False,True,2
9991,0,120.0,0,0,1,0,0,24,0.0,0.0,0,True,False,False,0
9773,1,157.5,0,0,1,0,0,19,13.166666666666666,13.166666666666666,0,True,False,False,0
9500,1,136.3,0,0,1,0,0,19,14.1,14.1,1,False,False,True,2
9500,1,121.5,0,0,1,0,1,20,12.396666666666668,12.94285714285714,1,False,False,True,2
9500,1,133.9,0,0,1,0,0,18,15.014285714285714,16.0875,1,False,False,True,2
171,1,136.8,0,0,1,0,1,18,0.0,0.0,1,False,False,True,2
9500,1,133.5,0,0,1,0,0,19,14.05,15.1,1,False,False,True,2
9500,1,130.0,0,0,1,0,0,18,14.85,15.2,0,True,False,False,0
9085,1,140.0,0,0,1,0,0,19,13.0,13.0,1,False,False,True,2
9500,1,132.7,0,0,1,0,1,19,14.7875,15.8625,1,False,False,True,2
9500,1,117.8,0,0,1,0,1,19,13.7,14.671428571428574,1,False,False,True,2
9500,1,126.1,0,0,1,0,1,19,12.495714285714286,12.242857142857144,0,True,False,False,0
9500,1,120.0,0,0,1,0,0,19,14.566666666666668,14.566666666666668,1,False,False,True,2
9670,1,100.0,0,1,0,0,0,25,11.2,11.25,0,True,False,False,0
9500,1,116.8,0,0,1,0,0,20,12.685714285714283,12.685714285714283,1,False,False,True,2
9238,1,128.3,0,1,0,0,0,23,13.571428571428571,13.25,0,True,False,False,0
9070,1,117.0,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0
8014,0,131.5,0,0,1,0,0,27,11.0,11.166666666666666,1,False,False,True,2
9500,1,134.8,0,0,1,0,0,18,14.445,14.445,1,False,False,True,2
9853,1,146.6,0,1,1,0,0,18,13.6,11.75,1,False,True,False,1
8014,0,130.0,0,1,0,0,0,23,14.0,14.625,0,True,False,False,0
9500,1,127.5,0,0,1,0,1,19,13.416666666666666,13.416666666666666,1,False,False,True,2
9147,1,123.0,0,0,1,0,0,18,12.333333333333334,11.4,1,False,False,True,2
9500,1,100.0,0,0,1,0,0,20,13.1,14.8125,1,False,False,True,2
9670,1,114.2,0,0,1,0,0,18,13.2,12.8,1,False,False,True,2
9500,1,123.5,0,0,1,0,1,19,14.75,14.75,1,False,False,True,2
9238,1,144.3,0,0,1,0,1,19,13.142857142857142,14.333333333333334,1,False,False,True,2
9853,1,142.2,0,0,1,0,0,19,12.5,12.5,1,False,True,False,1
9085,1,161.9,0,0,1,0,0,18,13.75,14.857142857142858,1,False,False,True,2
9238,1,135.9,0,0,1,0,0,18,12.4,13.0,1,False,False,True,2
9773,1,110.1,0,0,1,0,0,18,13.333333333333334,12.0,1,False,False,True,2
9853,1,122.5,0,0,0,0,0,28,11.727272727272728,12.0,0,True,False,False,0
9254,1,138.1,0,0,1,0,0,19,12.5,14.0,0,True,False,False,0
171,1,117.3,0,1,1,0,0,20,0.0,0.0,0,True,False,False,0
9500,1,106.8,0,0,1,0,1,19,13.533333333333331,13.614285714285714,1,False,False,True,2
9070,1,120.1,1,0,1,0,1,20,13.166666666666666,12.666666666666666,1,False,False,True,2
9254,1,116.5,0,0,1,0,1,19,13.2,11.0,1,False,False,True,2
9070,1,120.0,0,0,1,0,0,21,12.2,12.6,1,False,True,False,1
9853,1,139.7,0,0,1,0,1,19,13.428571428571429,14.857142857142858,1,False,False,True,2
9070,1,123.7,0,0,1,0,1,18,12.714285714285714,12.625,1,False,False,True,2
9130,1,116.5,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
9670,1,122.2,0,0,1,0,1,19,13.666666666666666,13.666666666666666,1,False,False,True,2
9773,1,146.0,0,1,1,0,0,20,11.0,13.166666666666666,1,False,False,True,2
9853,1,108.8,0,0,1,0,0,18,11.4,13.333333333333334,1,False,True,False,1
171,1,133.0,0,0,1,0,0,18,0.0,0.0,1,False,True,False,1
9130,1,123.8,0,0,1,0,0,18,12.0,12.0,1,False,False,True,2
9773,1,120.0,0,0,1,0,0,18,0.0,0.0,0,True,False,False,0
9238,1,126.9,0,0,1,0,0,18,11.0,11.666666666666666,1,False,False,True,2
9773,1,121.3,0,0,1,0,0,20,12.0,11.571428571428571,0,True,False,False,0
9500,1,129.0,0,0,1,0,1,19,13.308571428571428,12.55,1,False,False,True,2
9853,1,114.9,0,1,0,0,0,21,13.666666666666666,10.666666666666666,0,True,False,False,0
9670,1,106.5,0,1,0,0,0,20,0.0,0.0,0,True,False,False,0
9254,1,133.9,0,0,1,0,0,18,12.2,11.25,1,False,False,True,2
9773,1,124.9,0,0,1,0,1,20,12.666666666666666,12.833333333333334,1,False,False,True,2
9500,1,128.5,0,0,1,0,1,19,14.07125,14.07125,1,False,False,True,2
9085,1,126.2,0,0,1,0,0,22,14.25,13.2,0,True,False,False,0
9130,1,121.7,0,0,0,0,0,22,0.0,0.0,0,True,False,False,0
9853,1,120.0,0,0,1,0,0,18,12.0,10.25,1,False,True,False,1
9147,1,113.2,0,0,1,0,0,21,11.166666666666666,10.571428571428571,1,False,True,False,1
9238,1,120.3,0,0,1,0,0,19,13.0,11.6,1,False,False,True,2
171,1,127.8,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
9500,1,123.3,0,0,1,0,1,20,14.901428571428571,14.901428571428571,0,True,False,False,0
9500,1,126.3,0,1,1,0,1,18,12.65,12.445555555555554,1,False,False,True,2
9991,0,128.2,0,0,0,0,0,22,11.0,10.6,0,True,False,False,0
9085,1,134.9,0,0,1,0,0,20,12.4,12.666666666666666,1,False,False,True,2
9003,1,140.0,0,0,1,0,0,19,12.0,12.666666666666666,1,False,False,True,2
9500,1,115.5,0,0,1,0,1,19,12.135714285714286,13.328571428571427,1,False,False,True,2
9500,1,106.7,0,0,1,0,1,20,12.62,12.5,1,False,True,False,1
9991,0,140.0,0,0,1,0,0,25,10.666666666666666,11.333333333333334,1,False,True,False,1
9500,1,136.6,0,0,1,0,1,19,13.766666666666666,14.051428571428572,1,False,False,True,2
9500,1,119.3,0,0,1,0,0,19,13.11625,13.11625,1,False,False,True,2
9070,1,152.0,0,0,0,0,0,19,0.0,0.0,0,True,False,False,0
9500,1,144.3,0,0,1,0,0,20,12.7,13.571428571428571,1,False,False,True,2
9556,1,159.0,0,0,1,0,0,25,11.857142857142858,11.7,1,False,True,False,1
9500,1,129.5,0,0,1,0,1,20,12.333333333333334,12.333333333333334,1,False,False,True,2
9238,1,140.0,0,0,1,0,0,24,15.75,16.4,1,False,True,False,1
9670,1,105.4,0,0,1,0,0,20,13.333333333333334,13.2,1,False,False,True,2
9500,1,136.0,0,0,1,0,0,21,14.355555555555554,13.49375,1,False,False,True,2
9003,1,160.0,0,1,1,0,1,19,13.0,13.0,1,False,False,True,2
9773,1,139.1,0,0,1,0,1,19,12.833333333333334,13.5,1,False,False,True,2
9670,1,126.9,0,0,1,0,1,21,13.2,13.0,1,False,False,True,2
9500,1,184.0,0,0,1,0,0,28,17.005555555555556,16.582222222222224,1,False,False,True,2
9238,1,125.0,0,1,0,0,1,19,10.6,11.0,1,False,False,True,2
9147,1,138.5,0,0,1,0,1,18,14.0,13.6,1,False,False,True,2
9500,1,133.5,0,0,1,0,1,18,12.114285714285714,12.114285714285714,1,False,False,True,2
9500,1,141.5,0,0,1,0,1,18,13.05875,13.05875,1,False,False,True,2
9500,1,130.0,0,0,1,0,0,22,13.285714285714286,13.285714285714286,1,False,False,True,2
9147,1,131.0,0,0,1,0,0,19,11.0,10.666666666666666,1,False,True,False,1
9500,1,145.0,0,0,1,0,1,18,14.071428571428571,15.1625,1,False,False,True,2
9254,1,114.3,0,0,0,0,0,20,0.0,0.0,0,True,False,False,0
171,1,108.3,0,0,0,0,0,26,11.25,11.0,0,True,False,False,0
9070,1,125.2,0,0,1,0,1,18,14.0,13.625,1,False,False,True,2
9254,1,131.7,0,0,1,0,1,21,12.166666666666666,11.666666666666666,0,True,False,False,0
9500,1,126.3,0,0,1,0,0,18,13.297142857142855,13.297142857142855,1,False,False,True,2
9085,1,147.6,0,0,1,0,0,20,13.923076923076923,14.25,1,False,False,True,2
9500,1,125.1,0,0,1,0,0,18,13.37,12.833333333333334,1,False,False,True,2
9147,1,123.8,0,0,1,0,1,19,12.4,11.0,1,False,True,False,1
9670,1,130.8,0,0,1,0,0,20,15.0,13.75,0,True,False,False,0
9853,1,154.1,0,1,1,0,1,18,13.333333333333334,12.571428571428571,1,False,False,True,2
9147,1,122.6,0,0,1,0,1,20,12.0,12.625,1,False,True,False,1
8014,0,103.5,0,0,1,0,0,22,13.4,12.2,1,False,False,True,2
171,1,132.8,0,0,1,0,0,18,0.0,0.0,1,False,True,False,1
9991,0,100.0,0,0,1,0,0,21,11.5,11.4,1,False,False,True,2
9853,1,115.8,0,0,1,0,0,18,12.0,12.166666666666666,1,False,True,False,1
9500,1,133.8,0,0,1,0,0,18,13.485714285714284,13.485714285714284,1,False,False,True,2
9070,1,118.5,1,0,1,0,1,18,12.0,11.285714285714286,1,False,False,True,2
171,1,150.3,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
9147,1,107.8,0,0,1,0,0,19,10.333333333333334,14.428571428571429,1,False,True,False,1
9500,1,127.5,0,0,1,0,0,19,12.94,13.76,1,False,True,False,1
9500,1,120.5,0,0,1,0,0,19,13.258571428571427,13.258571428571427,1,False,False,True,2
9147,1,117.3,0,0,1,0,0,19,12.25,12.0,1,False,True,False,1
9254,1,120.6,0,0,0,0,0,19,11.666666666666666,10.0,0,True,False,False,0
9254,1,118.7,0,0,1,0,1,21,13.571428571428571,12.5,1,False,False,True,2
9773,1,130.8,0,0,1,0,1,20,11.8,11.833333333333334,1,False,False,True,2
9147,1,112.6,0,0,1,0,1,20,14.2,13.285714285714286,1,False,False,True,2
9991,0,117.2,0,0,1,0,0,41,11.0,11.8,1,False,False,True,2
9500,1,130.0,0,0,1,0,0,32,13.625,12.6375,1,False,True,False,1
9500,1,131.8,0,0,1,0,0,18,14.652857142857142,14.652857142857142,1,False,False,True,2
8014,0,97.0,0,0,1,0,1,35,11.333333333333334,11.333333333333334,1,False,False,True,2
9500,1,130.0,0,1,0,0,0,32,13.7,0.0,0,True,False,False,0
8014,0,148.0,0,0,1,0,0,37,13.727272727272728,14.75,1,False,False,True,2
9147,1,103.4,0,0,1,0,0,30,11.75,11.142857142857142,0,True,False,False,0
9773,1,127.1,0,0,1,1,0,23,12.333333333333334,13.0,1,False,False,True,2
9773,1,124.0,0,0,1,0,1,20,14.0,13.857142857142858,0,True,False,False,0
9670,1,121.4,0,0,1,1,0,21,11.5,11.75,1,False,False,True,2
9147,1,118.1,0,0,1,1,0,19,11.2,13.2,1,False,False,True,2
9500,1,121.3,0,0,1,1,1,18,15.07,15.07,1,False,False,True,2
9119,1,119.5,0,0,1,1,0,18,10.0,12.0,0,True,False,False,0
9991,0,115.2,0,0,1,1,0,24,12.0,12.666666666666666,1,False,True,False,1
9670,1,130.2,0,0,1,1,0,22,13.0,12.6,1,False,False,True,2
9254,1,130.0,0,0,1,1,0,18,11.0,11.25,0,True,False,False,0
9238,1,126.9,0,0,1,0,0,18,13.571428571428571,12.166666666666666,1,False,False,True,2
9070,1,168.5,0,0,1,1,0,21,14.6,14.2,1,False,False,True,2
9500,1,130.0,0,1,1,0,0,38,11.833333333333334,10.0,0,True,False,False,0
9556,1,122.8,0,0,1,0,1,19,12.625,12.5125,1,False,False,True,2
9500,1,110.0,0,0,1,0,0,36,11.5,12.333333333333334,0,True,False,False,0
9085,1,127.1,0,0,1,0,0,18,13.25,10.5,1,False,False,True,2
9500,1,108.5,0,0,1,0,0,19,12.60625,11.9,1,False,False,True,2
9085,1,138.2,0,1,0,0,0,21,13.75,13.2,0,True,False,False,0
9500,1,96.0,0,0,1,0,0,19,13.598333333333334,11.933333333333332,1,False,True,False,1
9238,1,124.5,0,0,1,0,1,18,11.142857142857142,12.285714285714286,1,False,False,True,2
9500,1,120.0,0,0,1,0,0,45,12.7,12.96818181818182,1,False,True,False,1
9147,1,132.3,0,0,1,0,0,20,10.0,11.0,0,True,False,False,0
9254,1,120.7,0,1,1,0,0,18,11.666666666666666,11.5,1,False,False,True,2
9670,1,132.6,0,0,1,0,1,18,14.0,13.142857142857142,1,False,False,True,2
9130,1,140.0,0,0,1,0,0,25,0.0,0.0,0,True,False,False,0
9500,1,124.5,0,0,1,0,0,19,12.04142857142857,12.04142857142857,1,False,False,True,2
171,1,142.0,0,0,1,0,1,18,0.0,0.0,1,False,False,True,2
9254,1,130.0,0,0,1,0,0,39,13.76923076923077,14.583333333333334,1,False,False,True,2
9003,1,144.0,0,0,1,0,0,29,15.444444444444445,15.307692307692308,1,False,False,True,2
9853,1,128.5,0,0,1,0,0,18,11.5,12.714285714285714,1,False,True,False,1
9070,1,140.0,0,0,0,0,0,23,10.0,0.0,0,True,False,False,0
9853,1,113.9,0,0,1,0,0,21,12.25,10.333333333333334,0,True,False,False,0
9238,1,137.2,0,0,0,0,0,18,14.5,15.166666666666666,1,False,False,True,2
9085,1,140.0,0,0,1,0,0,23,15.571428571428571,16.375,1,False,False,True,2
9130,1,152.3,0,0,1,0,0,18,15.571428571428571,14.714285714285714,1,False,False,True,2
8014,0,112.5,0,0,1,0,0,32,13.8,12.166666666666666,1,False,False,True,2
9147,1,101.0,0,1,0,0,0,29,10.666666666666666,14.8,0,True,False,False,0
9238,1,112.3,0,1,1,0,1,20,11.6,11.75,1,False,False,True,2
9238,1,114.0,0,0,0,0,0,28,13.0,0.0,0,True,False,False,0
9147,1,130.0,0,0,1,0,0,27,12.0,13.625,1,False,False,True,2
9500,1,121.5,0,1,1,0,0,22,12.333333333333334,12.333333333333334,1,False,False,True,2
9003,1,120.0,0,1,1,0,0,37,12.875,12.9,1,False,True,False,1
8014,0,130.0,0,0,0,0,0,28,11.0,0.0,0,True,False,False,0
9003,1,125.7,0,1,0,0,0,43,12.25,10.5,0,True,False,False,0
9556,1,128.0,0,0,0,0,0,32,0.0,0.0,0,True,False,False,0
